borrower_id,credit_score,annual_income,employment_length,dti,loan_amount,term,interest_rate,loan_purpose,home_ownership,default_status
3758,679,106700,37,24.5%,20802,60m,18.35%,wedding,mortgage,0
3759,750,47526,29,33.6%,18411,36m,10.9%,credit_card,own,0
3760,586,116758,26,12.8%,31666,36m,23.68%,wedding,rent,1
3761,569,105712,38,17.0%,42975,36m,14.04%,car,rent,1
3762,575,148447,14,32.1%,14770,60m,9.97%,medical,mortgage,1
3763,578,88477,25,25.0%,9977,36m,11.33%,debt_consolidation,own,1
3764,550,25695,0,8.2%,39429,36m,20.04%,home_improvement,mortgage,1
3765,668,59169,3,20.1%,34031,60m,17.81%,car,mortgage,1
3766,584,67947,28,25.5%,6549,36m,19.84%,medical,mortgage,1
3767,747,67224,0,36.8%,22337,60m,10.85%,credit_card,mortgage,0
3768,778,65865,21,11.6%,29365,36m,11.54%,medical,own,0
3769,794,45553,10,33.2%,22645,60m,12.93%,car,rent,1
3770,608,124501,9,9.6%,49797,36m,8.77%,debt_consolidation,rent,1
3771,618,80410,16,13.5%,26507,60m,18.82%,credit_card,mortgage,1
3772,710,123754,35,13.5%,6973,36m,11.59%,small_business,rent,0
3773,790,110895,25,35.7%,10436,36m,11.52%,credit_card,own,0
3774,728,44816,20,12.0%,12086,36m,10.39%,debt_consolidation,rent,0
3775,755,75026,12,32.5%,19740,60m,14.06%,wedding,own,0
3776,561,70705,8,21.2%,27518,60m,20.44%,credit_card,own,1
3777,783,81922,10,40.0%,21851,36m,21.71%,car,rent,0
3778,569,135700,10,34.4%,41732,36m,21.09%,wedding,own,1
3779,730,93914,5,30.9%,16842,60m,17.42%,credit_card,mortgage,1
3780,791,21881,0,35.5%,31954,60m,10.61%,home_improvement,mortgage,0
3781,765,59567,5,27.2%,3745,60m,19.7%,medical,rent,1
3782,592,67365,12,34.5%,14697,60m,5.79%,wedding,own,1
3783,675,147928,21,14.1%,28933,36m,20.96%,car,mortgage,1
3784,775,99211,30,8.4%,5879,36m,20.6%,debt_consolidation,own,0
3785,766,90122,21,26.6%,22161,36m,18.4%,car,mortgage,0
3786,599,45006,36,20.2%,20499,60m,6.96%,home_improvement,mortgage,1
3787,578,61198,26,19.9%,24641,36m,24.95%,wedding,rent,1
3788,734,42831,13,23.4%,37035,36m,20.13%,credit_card,rent,0
3789,588,120649,4,17.6%,20651,36m,19.7%,credit_card,mortgage,1
3790,772,36459,35,26.9%,11688,36m,6.28%,small_business,own,0
3791,733,52443,31,6.1%,49833,36m,12.97%,car,rent,0
3792,788,62316,33,38.9%,12988,36m,6.72%,credit_card,own,1
3793,720,116131,6,37.4%,25470,60m,12.22%,credit_card,own,1
3794,727,84486,9,37.7%,39249,36m,16.41%,home_improvement,rent,1
3795,700,25877,16,17.8%,25849,36m,22.58%,debt_consolidation,rent,0
3796,721,59553,29,23.6%,35697,60m,10.66%,small_business,own,0
3797,587,134137,20,38.4%,9773,60m,17.47%,small_business,rent,1
3798,633,24922,12,36.6%,38092,60m,8.29%,small_business,rent,1
3799,700,142778,0,32.7%,31076,36m,12.08%,wedding,rent,1
3800,677,137018,0,19.3%,6587,60m,23.94%,medical,own,1
3801,675,24686,32,24.8%,35124,36m,19.95%,car,mortgage,1
3802,594,52766,37,32.8%,17787,36m,15.92%,debt_consolidation,rent,1
3803,601,99943,24,14.6%,22448,60m,10.03%,medical,rent,1
3804,629,52006,25,26.9%,7499,60m,12.59%,debt_consolidation,mortgage,1
3805,727,51422,12,34.0%,5841,36m,8.13%,car,rent,0
3806,783,136590,27,29.8%,46890,60m,12.07%,small_business,own,0
3807,673,148886,32,21.8%,27402,60m,8.01%,home_improvement,mortgage,1
3808,668,32205,36,25.5%,48177,60m,20.91%,home_improvement,mortgage,1
3809,557,106590,29,39.6%,25055,36m,6.62%,home_improvement,rent,1
3810,791,43527,7,26.1%,41827,36m,8.79%,debt_consolidation,mortgage,0
3811,634,131483,0,32.5%,2665,36m,18.82%,car,rent,1
3812,678,38443,11,30.4%,34271,36m,23.05%,credit_card,own,1
3813,796,36524,4,29.6%,25237,36m,24.29%,credit_card,mortgage,0
3814,557,136477,23,30.1%,44988,60m,21.72%,home_improvement,rent,1
3815,706,48202,5,20.9%,30267,60m,9.23%,wedding,rent,0
3816,645,85552,24,21.6%,12774,36m,10.71%,debt_consolidation,own,1
3817,651,66142,0,21.4%,2553,36m,22.42%,credit_card,rent,1
3818,554,81692,24,6.2%,15860,36m,22.79%,debt_consolidation,mortgage,1
3819,788,102384,0,13.4%,26903,60m,17.81%,car,mortgage,0
3820,635,40855,31,10.4%,9045,36m,11.27%,wedding,rent,1
3821,724,103747,2,36.0%,11380,60m,9.48%,wedding,mortgage,1
3822,583,80372,18,14.6%,34917,60m,22.05%,home_improvement,mortgage,1
3823,742,45095,28,9.8%,34261,36m,9.11%,medical,mortgage,0
3824,604,58724,1,9.2%,15343,36m,18.24%,home_improvement,rent,1
3825,668,69241,8,29.5%,4853,36m,24.36%,medical,own,1
3826,767,123119,16,5.2%,12128,60m,19.11%,wedding,rent,0
3827,720,72003,35,21.5%,47348,60m,10.15%,credit_card,mortgage,0
3828,751,88379,16,9.2%,4736,60m,10.65%,wedding,rent,0
3829,707,114837,11,34.7%,35724,60m,6.86%,small_business,own,1
3830,663,111996,19,38.5%,13440,36m,18.72%,medical,rent,1
3831,759,117454,2,38.6%,7180,36m,15.37%,small_business,mortgage,1
3832,694,114283,3,20.5%,32284,60m,9.13%,debt_consolidation,mortgage,1
3833,575,35972,16,27.6%,43375,60m,9.55%,wedding,own,1
3834,685,143805,36,26.0%,13646,60m,5.18%,small_business,mortgage,1
3835,596,113846,14,17.3%,21029,60m,24.57%,medical,mortgage,1
3836,781,42927,32,20.5%,22158,36m,21.56%,credit_card,own,0
3837,662,140589,15,7.3%,16342,36m,12.88%,credit_card,mortgage,0
3838,625,135657,10,32.8%,39781,60m,23.92%,wedding,own,1
3839,768,86630,19,13.4%,2084,60m,18.54%,home_improvement,rent,0
3840,621,124428,37,21.1%,3935,36m,20.03%,credit_card,mortgage,1
3841,638,142035,23,21.8%,32466,36m,18.6%,debt_consolidation,own,1
3842,595,72347,15,24.6%,44376,36m,20.14%,medical,own,1
3843,745,119708,29,33.6%,11262,36m,8.42%,car,own,1
3844,582,146244,33,29.2%,13604,36m,16.25%,credit_card,mortgage,1
3845,550,108860,0,28.2%,44481,60m,21.99%,small_business,own,1
3846,696,106210,23,23.4%,25133,60m,5.39%,medical,rent,0
3847,580,89518,23,8.4%,30667,60m,7.47%,home_improvement,rent,1
3848,757,65283,8,19.1%,37241,60m,9.91%,car,rent,0
3849,691,101326,21,38.5%,35503,36m,10.89%,home_improvement,own,1
3850,602,32205,11,39.8%,4838,60m,8.65%,debt_consolidation,rent,1
3851,597,140243,16,30.6%,37330,36m,17.49%,home_improvement,mortgage,1
3852,618,109874,24,13.0%,15440,60m,10.88%,medical,rent,1
3853,654,32748,27,8.6%,38674,60m,8.16%,car,rent,1
3854,639,41097,14,19.5%,36040,36m,23.12%,wedding,mortgage,1
3855,739,23092,29,35.0%,39604,36m,18.9%,home_improvement,mortgage,0
3856,769,73311,26,30.3%,36630,36m,9.92%,home_improvement,rent,0
3857,743,42692,21,35.9%,38994,36m,12.22%,wedding,mortgage,1
3858,791,144954,9,26.6%,28339,36m,19.82%,small_business,rent,0
3859,741,43862,30,9.6%,32384,60m,20.82%,small_business,mortgage,0
3860,747,110396,26,9.0%,47378,60m,8.53%,debt_consolidation,rent,0
3861,612,99507,11,6.7%,43782,36m,23.73%,wedding,mortgage,1
3862,622,100152,30,24.8%,34643,36m,20.71%,wedding,rent,1
3863,710,90469,31,13.5%,18926,60m,22.14%,medical,mortgage,0
3864,718,24926,31,30.7%,40977,36m,7.88%,home_improvement,rent,0
3865,638,111299,34,29.0%,25652,36m,7.87%,medical,mortgage,1
3866,725,23969,20,16.1%,12270,60m,11.11%,credit_card,rent,1
3867,562,55733,9,11.2%,19268,36m,6.29%,debt_consolidation,mortgage,1
3868,622,89855,15,8.6%,38417,36m,6.82%,small_business,mortgage,1
3869,794,61743,6,30.8%,48894,36m,7.86%,wedding,own,0
3870,626,59876,3,20.8%,22317,36m,19.25%,debt_consolidation,own,1
3871,708,127445,26,16.3%,38434,36m,5.6%,debt_consolidation,mortgage,1
3872,782,40323,24,35.0%,48125,36m,6.66%,medical,mortgage,0
3873,752,36428,30,25.8%,17448,36m,23.88%,wedding,mortgage,0
3874,617,54578,10,23.1%,11913,60m,6.67%,small_business,mortgage,1
3875,647,106486,19,31.0%,10566,60m,15.75%,small_business,mortgage,1
3876,674,128577,35,33.5%,34444,60m,17.85%,home_improvement,rent,1
3877,651,84140,16,29.0%,17605,36m,24.17%,home_improvement,rent,1
3878,787,146378,10,20.4%,2557,36m,23.0%,medical,mortgage,0
3879,681,127325,29,18.3%,44240,36m,13.81%,medical,mortgage,1
3880,651,103829,34,32.0%,46383,60m,23.84%,credit_card,mortgage,1
3881,568,26364,37,23.1%,8040,36m,13.65%,car,rent,1
3882,747,148867,21,29.7%,48652,36m,18.4%,car,mortgage,0
3883,775,55349,26,36.2%,35896,36m,10.19%,debt_consolidation,own,0
3884,631,20691,36,37.1%,23804,60m,17.73%,home_improvement,rent,1
3885,690,146899,34,14.7%,11292,60m,15.76%,small_business,mortgage,1
3886,782,115598,3,11.6%,28110,36m,17.14%,wedding,own,0
3887,572,86467,15,14.1%,7349,60m,18.65%,debt_consolidation,rent,1
3888,632,65896,15,31.3%,32374,36m,8.47%,wedding,own,1
3889,658,77062,20,18.0%,21009,36m,11.03%,small_business,own,1
3890,624,117266,25,11.1%,47087,36m,19.72%,home_improvement,rent,1
3891,678,99762,35,8.4%,44591,36m,8.28%,home_improvement,rent,0
3892,637,33861,18,16.5%,2057,36m,11.88%,credit_card,rent,1
3893,603,116837,16,9.8%,10503,60m,18.33%,medical,rent,1
3894,748,133779,25,10.5%,30293,60m,23.75%,wedding,own,0
3895,638,108302,21,28.9%,44961,36m,6.51%,medical,rent,1
3896,762,121710,27,5.7%,21121,36m,15.33%,medical,own,0
3897,692,83928,0,9.1%,7493,36m,6.64%,car,rent,1
3898,614,126643,35,34.6%,38645,36m,12.58%,medical,own,1
3899,625,135720,36,34.6%,4282,60m,8.51%,car,rent,1
3900,799,103231,1,16.5%,25170,36m,17.99%,small_business,mortgage,0
3901,748,61347,16,8.1%,46143,60m,20.16%,debt_consolidation,rent,0
3902,692,23121,39,29.7%,3431,36m,9.95%,wedding,rent,1
3903,698,103793,37,17.6%,47294,36m,19.26%,car,rent,1
3904,696,48164,20,6.6%,36543,36m,13.94%,home_improvement,rent,0
3905,609,45491,8,10.5%,22591,60m,10.67%,credit_card,rent,1
3906,642,79222,12,9.8%,13351,60m,15.47%,wedding,mortgage,1
3907,766,43165,10,25.6%,34483,36m,12.59%,credit_card,rent,0
3908,710,134250,15,36.4%,33195,60m,9.6%,home_improvement,mortgage,0
3909,598,23748,15,32.8%,49407,60m,20.14%,small_business,mortgage,1
3910,773,118581,1,24.1%,39153,36m,20.95%,wedding,mortgage,0
3911,790,46553,7,19.8%,24735,36m,21.01%,debt_consolidation,own,0
3912,584,136547,12,26.7%,17203,36m,12.64%,credit_card,own,1
3913,721,80380,16,20.5%,5974,36m,8.39%,wedding,mortgage,0
3914,651,64331,38,13.6%,40673,60m,21.81%,home_improvement,rent,1
3915,767,116033,23,28.8%,39233,36m,11.59%,credit_card,mortgage,0
3916,560,116844,2,35.6%,21686,36m,19.96%,car,mortgage,1
3917,648,140617,29,18.1%,41713,36m,21.35%,small_business,rent,1
3918,749,59560,12,34.5%,45826,36m,20.36%,credit_card,mortgage,1
3919,659,73865,18,20.1%,14636,36m,12.8%,small_business,rent,1
3920,755,66686,6,19.0%,37070,60m,23.76%,small_business,rent,0
3921,623,95910,8,6.0%,31123,36m,18.2%,car,mortgage,1
3922,743,24675,18,29.3%,33812,36m,16.51%,wedding,rent,0
3923,723,86706,39,33.3%,30760,36m,18.96%,small_business,rent,1
3924,558,126985,21,28.2%,6966,60m,5.89%,car,rent,1
3925,552,129021,17,10.3%,48215,36m,12.81%,credit_card,rent,1
3926,634,144062,22,8.6%,20426,36m,22.62%,credit_card,rent,1
3927,575,147359,1,25.1%,16162,36m,8.22%,small_business,rent,1
3928,621,97986,10,19.1%,18058,36m,13.29%,car,rent,1
3929,597,96216,30,20.0%,43482,36m,13.1%,credit_card,rent,1
3930,743,30068,32,38.9%,45667,60m,12.12%,small_business,rent,0
3931,747,74460,13,30.3%,4998,60m,16.25%,wedding,mortgage,1
3932,705,120766,15,19.4%,2909,36m,24.92%,debt_consolidation,rent,1
3933,666,66418,10,5.7%,47497,36m,10.12%,medical,mortgage,1
3934,770,46206,32,6.2%,36648,60m,19.1%,wedding,mortgage,0
3935,703,148180,6,29.0%,14497,36m,20.16%,wedding,mortgage,1
3936,702,20287,30,34.3%,20944,36m,16.69%,medical,mortgage,1
3937,561,42337,13,29.8%,9527,36m,6.95%,home_improvement,rent,1
3938,682,40666,27,19.2%,40464,60m,16.45%,small_business,own,1
3939,775,136595,15,6.1%,5072,60m,24.07%,medical,rent,1
3940,597,21161,18,38.9%,14018,36m,11.84%,debt_consolidation,rent,1
3941,586,134817,16,39.5%,31652,36m,17.79%,small_business,rent,1
3942,756,141025,25,24.2%,6476,60m,24.19%,medical,own,0
3943,593,120667,5,7.5%,45835,36m,20.96%,medical,own,1
3944,777,110071,8,23.9%,32232,60m,18.77%,debt_consolidation,own,0
3945,564,118064,16,36.2%,29482,36m,24.42%,car,mortgage,1
3946,592,58751,30,28.8%,39257,60m,8.41%,medical,own,1
3947,725,102063,11,30.2%,22875,60m,20.45%,wedding,rent,0
3948,636,126511,22,8.0%,18219,36m,13.14%,home_improvement,mortgage,1
3949,619,109389,4,8.7%,32448,36m,12.21%,wedding,own,1
3950,595,34758,35,9.5%,16367,36m,15.41%,medical,mortgage,1
3951,791,85780,35,36.7%,27120,36m,5.68%,medical,rent,0
3952,657,135614,2,23.4%,8855,60m,11.25%,debt_consolidation,mortgage,1
3953,672,23178,23,32.7%,5097,36m,8.32%,debt_consolidation,rent,1
3954,720,51831,16,9.0%,46585,60m,7.77%,small_business,rent,0
3955,786,22176,38,37.5%,21889,36m,11.75%,home_improvement,mortgage,0
3956,570,123306,25,33.7%,3084,60m,21.05%,credit_card,rent,1
3957,700,53654,3,12.9%,35320,36m,9.02%,debt_consolidation,rent,0
3958,656,143220,11,35.6%,23944,60m,15.63%,credit_card,mortgage,1
3959,796,46627,0,14.2%,35921,36m,19.97%,home_improvement,mortgage,0
3960,629,72550,20,12.2%,23857,36m,9.82%,medical,rent,1
3961,596,132025,18,14.2%,20070,36m,23.48%,small_business,rent,1
3962,666,64910,20,36.8%,26475,36m,22.33%,medical,own,1
3963,673,110417,17,37.0%,24219,36m,10.02%,wedding,rent,1
3964,692,78251,2,16.5%,43457,36m,24.79%,small_business,mortgage,0
3965,574,55422,31,29.7%,33489,60m,18.38%,credit_card,own,1
3966,585,31984,9,28.7%,25178,36m,10.72%,wedding,mortgage,1
3967,752,109312,39,33.2%,15483,60m,18.62%,home_improvement,rent,1
3968,600,81386,14,15.4%,49802,36m,18.32%,home_improvement,rent,1
3969,564,103291,4,22.9%,46927,36m,17.12%,debt_consolidation,mortgage,1
3970,617,27135,3,28.4%,35573,60m,19.23%,credit_card,mortgage,1
3971,570,20320,27,5.9%,35688,60m,10.37%,small_business,mortgage,1
3972,690,122958,3,18.2%,47930,36m,24.58%,debt_consolidation,rent,1
3973,763,114171,14,29.4%,33529,60m,22.16%,credit_card,rent,0
3974,568,41684,16,13.8%,36211,36m,19.91%,wedding,rent,1
3975,583,75913,2,38.5%,41816,60m,5.53%,debt_consolidation,mortgage,1
3976,627,108774,9,6.1%,48475,36m,16.81%,debt_consolidation,mortgage,1
3977,674,41889,22,38.5%,35978,36m,19.13%,home_improvement,rent,1
3978,745,115849,17,12.6%,31677,36m,22.08%,home_improvement,mortgage,1
3979,789,118071,0,6.7%,18004,36m,23.92%,medical,mortgage,0
3980,666,68899,34,15.2%,12272,36m,23.32%,medical,own,1
3981,601,144011,30,32.5%,8212,36m,13.12%,home_improvement,mortgage,1
3982,787,30770,0,31.3%,23071,60m,22.93%,home_improvement,mortgage,0
3983,576,59321,2,12.3%,45108,36m,5.01%,wedding,mortgage,1
3984,706,105962,2,11.9%,11700,36m,12.03%,debt_consolidation,mortgage,1
3985,788,129863,36,27.5%,31980,36m,7.28%,medical,mortgage,0
3986,705,61777,18,21.0%,19297,60m,22.66%,home_improvement,mortgage,1
3987,584,66250,28,32.7%,43349,60m,23.56%,credit_card,rent,1
3988,685,93034,24,5.8%,30625,36m,10.12%,credit_card,mortgage,1
3989,693,124940,32,26.4%,30831,36m,12.35%,medical,rent,0
3990,655,60130,35,30.6%,31367,36m,24.68%,credit_card,own,1
3991,713,101931,28,39.8%,47813,60m,16.32%,small_business,rent,0
3992,707,69346,25,28.8%,37338,60m,14.94%,debt_consolidation,rent,0
3993,695,22537,3,13.1%,22121,36m,15.01%,medical,rent,1
3994,551,104762,13,8.8%,37547,60m,18.92%,small_business,rent,1
3995,726,35216,26,27.4%,26914,36m,24.09%,home_improvement,rent,1
3996,626,104149,32,23.3%,46396,36m,12.33%,wedding,rent,1
3997,681,23009,21,36.5%,19178,60m,8.45%,wedding,rent,1
3998,639,109904,2,30.4%,3722,60m,8.7%,small_business,rent,1
3999,638,49327,22,22.8%,15885,60m,5.41%,credit_card,own,1
4000,643,34209,20,19.1%,2102,36m,16.11%,debt_consolidation,rent,1
4001,752,68443,22,19.2%,29435,36m,23.58%,home_improvement,own,0
4002,556,35029,3,12.9%,15262,60m,19.26%,car,own,1
4003,644,87613,20,5.6%,9453,60m,24.86%,debt_consolidation,rent,1
4004,657,99443,36,25.1%,44407,36m,23.19%,credit_card,rent,1
4005,623,76997,30,12.4%,47174,36m,14.84%,debt_consolidation,rent,1
4006,588,122171,20,12.3%,14224,60m,14.73%,wedding,mortgage,1
4007,690,134456,25,9.4%,8172,60m,17.57%,car,mortgage,1
4008,708,82559,34,11.6%,13252,60m,7.22%,car,rent,1
4009,620,84892,37,6.1%,19918,60m,17.15%,debt_consolidation,rent,1
4010,740,90409,23,28.6%,9197,36m,14.28%,wedding,mortgage,1
4011,605,28635,10,19.0%,33591,60m,17.85%,home_improvement,rent,1
4012,790,53065,28,24.7%,15677,60m,16.3%,wedding,own,0
4013,719,131399,2,27.3%,13039,36m,11.21%,small_business,rent,1
4014,738,140544,0,39.0%,29785,60m,17.16%,home_improvement,rent,1
4015,591,127340,18,7.4%,6570,60m,12.32%,car,rent,1
4016,733,53783,21,19.6%,8706,36m,8.89%,medical,mortgage,0
4017,585,54152,13,13.6%,13655,60m,18.5%,medical,rent,1
4018,633,78741,13,21.7%,35202,60m,11.13%,home_improvement,rent,1
4019,745,127049,15,37.2%,49907,36m,22.78%,medical,rent,0
4020,667,71502,32,30.3%,11449,60m,8.99%,home_improvement,rent,1
4021,556,49092,12,28.2%,26630,36m,17.0%,credit_card,mortgage,1
4022,603,37653,37,20.4%,11122,60m,16.43%,home_improvement,rent,1
4023,678,117999,11,28.5%,48371,36m,8.95%,credit_card,mortgage,1
4024,721,119564,37,6.1%,12991,60m,13.8%,small_business,rent,0
4025,669,60469,38,25.5%,26887,36m,18.51%,car,mortgage,1
4026,722,143064,32,24.4%,15859,36m,11.37%,medical,mortgage,0
4027,655,106483,32,17.1%,25640,36m,7.28%,small_business,mortgage,1
4028,596,141585,28,12.1%,27532,36m,17.3%,small_business,mortgage,1
4029,672,79754,4,33.3%,41229,36m,9.48%,wedding,rent,1
4030,690,49978,5,6.9%,40764,36m,18.63%,wedding,own,1
4031,668,107592,30,7.4%,39620,60m,21.79%,car,mortgage,1
4032,699,114543,15,20.4%,4512,60m,7.47%,debt_consolidation,rent,1
4033,667,63169,30,13.8%,17446,60m,13.75%,debt_consolidation,rent,1
4034,570,68287,24,31.1%,23912,60m,13.9%,small_business,rent,1
4035,763,74745,32,27.2%,36031,60m,17.65%,small_business,mortgage,0
4036,769,130168,12,32.0%,37515,36m,11.69%,wedding,rent,1
4037,686,133985,9,16.4%,17416,60m,13.37%,car,own,1
4038,575,140843,23,30.9%,9280,60m,5.24%,home_improvement,rent,1
4039,558,25543,9,35.2%,12974,36m,7.45%,home_improvement,mortgage,1
4040,564,76392,30,17.1%,45746,60m,16.4%,medical,mortgage,1
4041,559,41067,12,16.9%,45775,36m,9.32%,car,own,1
4042,765,71033,2,36.5%,38531,60m,7.89%,debt_consolidation,rent,1
4043,671,65256,33,6.7%,14227,60m,11.49%,car,own,1
4044,670,110633,27,17.3%,15031,60m,8.27%,car,own,1
4045,674,128383,18,9.2%,45283,36m,6.19%,wedding,own,1
4046,719,129048,22,6.0%,35000,36m,10.68%,medical,own,0
4047,621,89345,31,9.0%,47312,60m,8.29%,home_improvement,own,1
4048,701,42191,12,20.1%,4028,36m,20.99%,small_business,mortgage,1
4049,757,106803,32,29.0%,32433,36m,6.25%,debt_consolidation,own,0
4050,598,92742,33,15.1%,20313,60m,19.95%,medical,mortgage,1
4051,703,138843,32,34.7%,11650,60m,12.66%,debt_consolidation,mortgage,0
4052,640,106593,4,20.3%,28224,36m,18.51%,debt_consolidation,mortgage,1
4053,586,48992,2,38.9%,32364,36m,6.05%,home_improvement,own,1
4054,617,132050,6,38.4%,20361,36m,23.41%,small_business,rent,1
4055,599,101531,23,32.1%,4413,36m,20.35%,small_business,own,1
4056,701,68803,21,37.6%,42794,36m,7.8%,wedding,rent,0
4057,568,129975,22,29.7%,33070,60m,9.38%,home_improvement,rent,1
4058,649,83477,29,36.3%,40186,60m,17.88%,medical,rent,1
4059,609,33210,17,13.3%,24409,60m,23.43%,credit_card,rent,1
4060,716,103329,31,17.1%,31854,36m,13.92%,medical,own,0
4061,751,46270,6,31.4%,33206,60m,14.71%,medical,rent,0
4062,638,82008,32,19.9%,31655,60m,9.76%,credit_card,mortgage,1
4063,695,25197,4,34.3%,11952,60m,12.66%,debt_consolidation,rent,1
4064,696,133857,27,35.7%,38365,36m,10.72%,car,own,1
4065,713,27452,7,15.5%,19762,60m,12.01%,credit_card,own,0
4066,751,61486,14,33.8%,2620,36m,5.41%,car,rent,0
4067,774,34859,3,10.4%,35697,60m,5.82%,debt_consolidation,rent,0
4068,732,47236,33,16.7%,17455,36m,18.61%,credit_card,mortgage,0
4069,791,51899,4,23.1%,24210,60m,18.64%,home_improvement,mortgage,0
4070,618,52083,32,12.9%,49673,60m,11.6%,medical,rent,1
4071,724,87708,4,25.3%,2974,36m,22.71%,credit_card,own,0
4072,598,131462,37,25.3%,14679,36m,10.32%,credit_card,own,1
4073,776,36663,33,12.2%,29429,36m,12.92%,debt_consolidation,rent,0
4074,657,113076,25,32.8%,20073,36m,19.63%,home_improvement,own,1
4075,775,138665,0,27.1%,6671,36m,19.87%,credit_card,rent,0
4076,710,39053,3,16.1%,32365,60m,22.22%,home_improvement,mortgage,0
4077,668,31085,38,13.1%,48367,36m,5.58%,car,mortgage,0
4078,698,50564,25,35.8%,47578,36m,8.68%,credit_card,rent,1
4079,758,109745,32,34.3%,10917,36m,17.81%,home_improvement,rent,0
4080,699,79095,32,13.0%,43121,36m,11.76%,medical,rent,0
4081,725,89517,7,6.2%,9784,60m,5.87%,debt_consolidation,mortgage,0
4082,586,41153,19,33.2%,48993,60m,16.73%,small_business,own,1
4083,692,25247,15,26.5%,35426,60m,12.86%,home_improvement,mortgage,1
4084,712,30553,20,8.5%,37665,36m,12.28%,debt_consolidation,mortgage,0
4085,769,40811,25,25.6%,14291,36m,10.29%,small_business,mortgage,0
4086,748,115381,22,20.8%,20926,36m,5.12%,credit_card,rent,0
4087,709,26135,17,32.1%,28154,36m,8.65%,credit_card,own,1
4088,560,25573,30,12.3%,27650,36m,14.48%,car,mortgage,1
4089,687,138819,11,20.9%,48340,60m,10.51%,debt_consolidation,rent,1
4090,750,144588,0,10.5%,5205,36m,22.49%,medical,rent,0
4091,627,99267,8,38.5%,38812,36m,7.86%,wedding,own,1
4092,626,27189,2,32.3%,32294,60m,22.51%,medical,rent,1
4093,734,100077,25,30.8%,38201,60m,13.1%,home_improvement,own,1
4094,702,63646,8,29.2%,41479,36m,10.52%,medical,rent,0
4095,551,96623,15,19.8%,9384,60m,11.09%,small_business,mortgage,1
4096,613,131971,23,37.3%,19261,60m,11.6%,debt_consolidation,rent,1
4097,584,73687,13,7.6%,5059,36m,15.13%,credit_card,own,1
4098,556,88312,2,33.1%,33734,36m,12.08%,debt_consolidation,mortgage,1
4099,634,127615,33,12.5%,25391,36m,17.94%,debt_consolidation,rent,1
4100,695,47564,32,16.3%,17915,60m,13.5%,credit_card,rent,1
4101,616,48835,23,23.2%,42281,36m,18.43%,small_business,rent,1
4102,591,81587,8,32.4%,48633,60m,17.09%,debt_consolidation,own,1
4103,667,27697,12,34.3%,36442,60m,9.89%,medical,mortgage,1
4104,674,100165,1,25.4%,44568,36m,21.26%,home_improvement,own,1
4105,716,93922,6,19.1%,27793,36m,20.98%,wedding,rent,1
4106,718,37046,20,38.1%,48746,36m,24.78%,home_improvement,mortgage,1
4107,790,77823,18,13.6%,33989,36m,8.5%,debt_consolidation,own,0
4108,752,93580,24,33.1%,27305,60m,21.96%,small_business,mortgage,0
4109,780,73370,21,26.4%,18767,36m,22.44%,credit_card,rent,1
4110,573,29615,10,18.2%,40652,36m,17.84%,car,mortgage,1
4111,737,133338,32,5.0%,20196,36m,15.13%,small_business,mortgage,0
4112,595,25060,31,20.6%,20708,36m,24.15%,debt_consolidation,mortgage,1
4113,568,96436,20,14.7%,15383,36m,24.45%,debt_consolidation,rent,1
